protein,base_setup,variant,alpha,anchor_positions,segment_metric,faithfulness,l10h9_top3_mass,l10h9_anchor_mass,l10h9_top1_mass,l10h9_entropy,l10h9_entropy_norm
3LEWA,clean,k_only,32.0,"[209, 174, 353]",0.5136040449142456,0.9733661590117971,0.03370640054345131,2.544265687021152e-09,0.010294686071574688,8.647012710571289,0.96600800733252
3LEWA,clean,v_only,0.0,"[209, 174, 353]",0.527385413646698,1.0,0.048873916268348694,0.047064270824193954,0.02654917910695076,8.545478820800781,0.9546650668492687
3LEWA,clean,v_only,0.5,"[209, 174, 353]",0.5315860509872437,1.0081181419022442,0.048873916268348694,0.047064270824193954,0.02654917910695076,8.545478820800781,0.9546650668492687
3LEWA,clean,v_only,1.0,"[209, 174, 353]",0.5358090996742249,1.0162795959202067,0.048873916268348694,0.047064270824193954,0.02654917910695076,8.545478820800781,0.9546650668492687
3LEWA,clean,v_only,2.0,"[209, 174, 353]",0.5443040132522583,1.0326968460379755,0.048873916268348694,0.047064270824193954,0.02654917910695076,8.545478820800781,0.9546650668492687
3LEWA,clean,v_only,4.0,"[209, 174, 353]",0.5613610744476318,1.0656612826206677,0.048873916268348694,0.047064270824193954,0.02654917910695076,8.545478820800781,0.9546650668492687
3LEWA,clean,v_only,8.0,"[209, 174, 353]",0.5945989489555359,1.129896721176547,0.048873916268348694,0.047064270824193954,0.02654917910695076,8.545478820800781,0.9546650668492687
3LEWA,clean,v_only,10.0,"[209, 174, 353]",0.6101601719856262,1.1599703044186402,0.048873916268348694,0.047064270824193954,0.02654917910695076,8.545478820800781,0.9546650668492687
3LEWA,clean,v_only,12.0,"[209, 174, 353]",0.6246991753578186,1.1880683483400738,0.048873916268348694,0.047064270824193954,0.02654917910695076,8.545478820800781,0.9546650668492687
3LEWA,clean,v_only,14.0,"[209, 174, 353]",0.6380935907363892,1.213954364181354,0.048873916268348694,0.047064270824193954,0.02654917910695076,8.545478820800781,0.9546650668492687
3LEWA,clean,v_only,16.0,"[209, 174, 353]",0.6503288745880127,1.2376002451439831,0.048873916268348694,0.047064270824193954,0.02654917910695076,8.545478820800781,0.9546650668492687
3LEWA,clean,v_only,32.0,"[209, 174, 353]",0.7270386815071106,1.3858494386299656,0.048873916268348694,0.047064270824193954,0.02654917910695076,8.545478820800781,0.9546650668492687
3OKPA,clean,clean_baseline,nan,"[200, 293, 3]",0.8964419960975647,1.0,0.19252263009548187,0.22458964586257935,0.19783125817775726,7.081403732299805,0.821313056402657
3OKPA,corrupt,corrupt_baseline,nan,"[200, 156, 201]",0.1103203222155571,0.0,0.13663052022457123,0.14928469061851501,0.11610357463359833,7.510346412658691,0.8710625463547982
3OKPA,clean,corrupt_head_patch,nan,"[200, 293, 3]",0.8146975040435791,0.8960154709253634,0.13663052022457123,0.14170098304748535,0.11610357463359833,7.510346412658691,0.8710625463547982
3OKPA,clean,ln_all,0.0,"[200, 293, 3]",0.8964419960975647,1.0,0.19252263009548187,0.22458964586257935,0.19783125817775726,7.081403732299805,0.821313056402657
3OKPA,clean,ln_all,0.5,"[200, 293, 3]",0.7153197526931763,0.7696002420210922,0.06176339089870453,0.05795157700777054,0.05076901987195015,7.846738338470459,0.9100778449004032
3OKPA,clean,ln_all,1.0,"[200, 293, 3]",0.45328062772750854,0.43626873155443346,0.045921288430690765,0.011000066064298153,0.01543181762099266,7.953647613525391,0.9224773615460446
3OKPA,clean,ln_all,2.0,"[200, 293, 3]",0.3979816138744354,0.36592464145957976,0.04585113376379013,0.00042761547956615686,0.016318857669830322,7.943960189819336,0.9213537979316165
3OKPA,clean,ln_all,4.0,"[200, 293, 3]",0.34033459424972534,0.2925937290321957,0.045865848660469055,4.244957835908281e-06,0.01747649908065796,7.936795234680176,0.9205227944432135
3OKPA,clean,ln_all,8.0,"[200, 293, 3]",0.07560255378484726,-0.04416335229541169,0.04586591571569443,5.816850556783493e-09,0.018098454922437668,7.934092998504639,0.9202093845690766
3OKPA,clean,ln_all,10.0,"[200, 293, 3]",0.01061991322785616,-0.1268256712670988,0.04586591571569443,2.8975719046364645e-10,0.018217194825410843,7.933602333068848,0.9201524763706495
3OKPA,clean,ln_all,12.0,"[200, 293, 3]",0.008486095815896988,-0.12954003150273763,0.04586591571569443,1.5692041416270897e-11,0.018314145505428314,7.933253765106201,0.9201120488749738
3OKPA,clean,ln_all,14.0,"[200, 293, 3]",0.008579873479902744,-0.12942073996413564,0.04586591571569443,8.944568718506629e-13,0.01840013638138771,7.932988166809082,0.9200812443399651
3OKPA,clean,ln_all,16.0,"[200, 293, 3]",0.008352939039468765,-0.12970941593882712,0.04586591571569443,5.267556275065713e-14,0.01847917027771473,7.932774066925049,0.9200564126770945
3OKPA,clean,ln_all,32.0,"[200, 293, 3]",0.007286160718649626,-0.13106643019789366,0.04586591571569443,1.2148996732401848e-23,0.0189677644520998,7.93184757232666,0.9199489562829799
3OKPA,clean,k_only,0.0,"[200, 293, 3]",0.8964419960975647,1.0,0.19252263009548187,0.22458964586257935,0.19783125817775726,7.081403732299805,0.821313056402657
3OKPA,clean,k_only,0.5,"[200, 293, 3]",0.8793030381202698,0.978198084919018,0.15167027711868286,0.18427389860153198,0.16239476203918457,7.296402454376221,0.8462489680137717
3OKPA,clean,k_only,1.0,"[200, 293, 3]",0.8580110669136047,0.9511132557964198,0.1214485689997673,0.1485270857810974,0.13088612258434296,7.474074363708496,0.8668556534121759
3OKPA,clean,k_only,2.0,"[200, 293, 3]",0.8086063265800476,0.8882670807385719,0.08256427943706512,0.09214972704648972,0.08105289936065674,7.722776889801025,0.8957005886202096
3OKPA,clean,k_only,4.0,"[200, 293, 3]",0.7387019395828247,0.7993439670276591,0.04842108115553856,0.031108686700463295,0.02699465863406658,7.923012733459473,0.9189242768850608
3OKPA,clean,k_only,8.0,"[200, 293, 3]",0.7325074672698975,0.7914641787980102,0.04557854309678078,0.002997868461534381,0.015366761013865471,7.954763412475586,0.9226067737757041
3OKPA,clean,k_only,10.0,"[200, 293, 3]",0.7325416803359985,0.7915077001347673,0.04562428593635559,0.0009826372843235731,0.015417204238474369,7.950689315795898,0.9221342532243321
3OKPA,clean,k_only,12.0,"[200, 293, 3]",0.7325605154037476,0.791531659616327,0.0456414669752121,0.00034786624019034207,0.015431071631610394,7.948324203491211,0.9218599435409514
3OKPA,clean,k_only,14.0,"[200, 293, 3]",0.7325807809829712,0.7915574388053469,0.04564819484949112,0.00013433261483442038,0.015434972010552883,7.947188854217529,0.9217282638320542
3OKPA,clean,k_only,16.0,"[200, 293, 3]",0.7325937151908875,0.7915738919936331,0.04565092921257019,5.650553430314176e-05,0.015436106361448765,7.946661949157715,0.9216671525013816
3OKPA,clean,k_only,32.0,"[200, 293, 3]",0.7326084971427917,0.7915926956373888,0.04565298557281494,2.937034935257543e-07,0.015436624176800251,7.946155548095703,0.9216084192586901
3OKPA,clean,v_only,0.0,"[200, 293, 3]",0.8964419960975647,1.0,0.19252263009548187,0.22458964586257935,0.19783125817775726,7.081403732299805,0.821313056402657
3OKPA,clean,v_only,0.5,"[200, 293, 3]",0.9046202898025513,1.010403343371263,0.19252263009548187,0.22458964586257935,0.19783125817775726,7.081403732299805,0.821313056402657
3OKPA,clean,v_only,1.0,"[200, 293, 3]",0.9124225974082947,1.0203284069650629,0.19252263009548187,0.22458964586257935,0.19783125817775726,7.081403732299805,0.821313056402657
3OKPA,clean,v_only,2.0,"[200, 293, 3]",0.9271032214164734,1.0390031547756444,0.19252263009548187,0.22458964586257935,0.19783125817775726,7.081403732299805,0.821313056402657
3OKPA,clean,v_only,4.0,"[200, 293, 3]",0.9517950415611267,1.0704128219620492,0.19252263009548187,0.22458964586257935,0.19783125817775726,7.081403732299805,0.821313056402657
3OKPA,clean,v_only,8.0,"[200, 293, 3]",0.9675775170326233,1.0904891994438708,0.19252263009548187,0.22458964586257935,0.19783125817775726,7.081403732299805,0.821313056402657
3OKPA,clean,v_only,10.0,"[200, 293, 3]",0.7492101192474365,0.8127110831036229,0.19252263009548187,0.22458964586257935,0.19783125817775726,7.081403732299805,0.821313056402657
3OKPA,clean,v_only,12.0,"[200, 293, 3]",0.10778142511844635,-0.0032296490243974908,0.19252263009548187,0.22458964586257935,0.19783125817775726,7.081403732299805,0.821313056402657
3OKPA,clean,v_only,14.0,"[200, 293, 3]",0.020509207621216774,-0.11424581916287486,0.19252263009548187,0.22458964586257935,0.19783125817775726,7.081403732299805,0.821313056402657
3OKPA,clean,v_only,16.0,"[200, 293, 3]",0.013549013063311577,-0.12309965793764686,0.19252263009548187,0.22458964586257935,0.19783125817775726,7.081403732299805,0.821313056402657
3OKPA,clean,v_only,32.0,"[200, 293, 3]",0.008428049273788929,-0.1296138706348168,0.19252263009548187,0.22458964586257935,0.19783125817775726,7.081403732299805,0.821313056402657
3QDLA,clean,clean_baseline,nan,"[114, 113, 115]",0.718527615070343,1.0,0.2155064344406128,0.23101378977298737,0.10283856838941574,6.756981372833252,0.8759095568528804
3QDLA,corrupt,corrupt_baseline,nan,"[45, 114, 113]",0.14921444654464722,0.0,0.09283195436000824,0.08572448790073395,0.04340796545147896,7.306428909301758,0.947134608636653
3QDLA,clean,corrupt_head_patch,nan,"[114, 113, 115]",0.6683475971221924,0.9118586733588163,0.09283195436000824,0.05457358434796333,0.04340796545147896,7.306428909301758,0.947134608636653
3QDLA,clean,ln_all,0.0,"[114, 113, 115]",0.718527615070343,1.0,0.2155064344406128,0.23101378977298737,0.10283856838941574,6.756981372833252,0.8759095568528804
3QDLA,clean,ln_all,0.5,"[114, 113, 115]",0.44332700967788696,0.5166094504627027,0.0763075202703476,0.043517760932445526,0.025646312162280083,7.3328704833984375,0.9505622379538853
3QDLA,clean,ln_all,1.0,"[114, 113, 115]",0.3237919509410858,0.30664582175137073,0.078802689909935,0.00673259049654007,0.026893015950918198,7.345940113067627,0.9522564580353254
3QDLA,clean,ln_all,2.0,"[114, 113, 115]",0.26999178528785706,0.21214569664000066,0.07954022288322449,0.00016829808009788394,0.027395449578762054,7.3254923820495605,0.9496058124250398
3QDLA,clean,ln_all,4.0,"[114, 113, 115]",0.24326255917549133,0.16519574432889528,0.07955144345760345,1.7326381396287616e-07,0.028638048097491264,7.316478729248047,0.9484373698623976
3QDLA,clean,ln_all,8.0,"[114, 113, 115]",0.022598782554268837,-0.22240072949351358,0.07955145835876465,2.1587003018463946e-12,0.03234468773007393,7.298516750335693,0.9461089530559555
3QDLA,clean,ln_all,10.0,"[114, 113, 115]",0.01205188874155283,-0.2409263747724177,0.07955145835876465,1.1911766738996812e-14,0.03355330973863602,7.294290542602539,0.9455611084581299
3QDLA,clean,ln_all,12.0,"[114, 113, 115]",0.012714343145489693,-0.2397627719601863,0.07955145835876465,6.927830859522699e-17,0.03434993699193001,7.292237281799316,0.9452949436337773
3QDLA,clean,ln_all,14.0,"[114, 113, 115]",0.012322170659899712,-0.24045162390893987,0.07955145835876465,4.128032956224579e-19,0.034928616136312485,7.291155815124512,0.9451547527787769
3QDLA,clean,ln_all,16.0,"[114, 113, 115]",0.011167909018695354,-0.2424790873596685,0.07955145835876465,2.5002979964900095e-21,0.035392384976148605,7.290493965148926,0.9450689569645174
3QDLA,clean,ln_all,32.0,"[114, 113, 115]",0.006326621398329735,-0.25098282113576,0.07955145835876465,6.658139332482186e-39,0.03765999898314476,7.288389205932617,0.9447961163851647
3QDLA,clean,k_only,0.0,"[114, 113, 115]",0.718527615070343,1.0,0.2155064344406128,0.23101378977298737,0.10283856838941574,6.756981372833252,0.8759095568528804
3QDLA,clean,k_only,0.5,"[114, 113, 115]",0.7037790417671204,0.9740940942198547,0.1669631004333496,0.17930111289024353,0.07983434945344925,6.958907127380371,0.9020852540205031
3QDLA,clean,k_only,1.0,"[114, 113, 115]",0.6914791464805603,0.9524892974813354,0.12542524933815002,0.13652168214321136,0.060778167098760605,7.106202125549316,0.9211791495714847
3QDLA,clean,k_only,2.0,"[114, 113, 115]",0.673438310623169,0.9208005243161015,0.08205331116914749,0.07574060559272766,0.0336788184940815,7.2740912437438965,0.9429426671844648
3QDLA,clean,k_only,4.0,"[114, 113, 115]",0.6539294719696045,0.8865332005791766,0.07776819169521332,0.021277500316500664,0.02627192623913288,7.353421688079834,0.9532262968867171
3QDLA,clean,k_only,8.0,"[114, 113, 115]",0.6421931385993958,0.8659183017518732,0.07925397157669067,0.0016138129867613316,0.02686864510178566,7.335909366607666,0.9509561693114327
3QDLA,clean,k_only,10.0,"[114, 113, 115]",0.6407644748687744,0.8634088503469092,0.0793624222278595,0.0004614537174347788,0.026900693774223328,7.330976963043213,0.950316780332542
3QDLA,clean,k_only,12.0,"[114, 113, 115]",0.640150785446167,0.8623309033459701,0.07939370721578598,0.00013715660315938294,0.026909280568361282,7.3289971351623535,0.950060134640319
3QDLA,clean,k_only,14.0,"[114, 113, 115]",0.6398780345916748,0.8618518157899971,0.07940274477005005,4.2753934394568205e-05,0.026911640539765358,7.328254699707031,0.9499638925057353
3QDLA,clean,k_only,16.0,"[114, 113, 115]",0.6397533416748047,0.8616327923706144,0.07940536737442017,1.4102240129432175e-05,0.026912305504083633,7.327981948852539,0.9499285357292538
3QDLA,clean,k_only,32.0,"[114, 113, 115]",0.6396432518959045,0.8614394193994863,0.07940644025802612,1.3669998466525612e-08,0.026912614703178406,7.327813148498535,0.9499066540878648
3QDLA,clean,v_only,0.0,"[114, 113, 115]",0.718527615070343,1.0,0.2155064344406128,0.23101378977298737,0.10283856838941574,6.756981372833252,0.8759095568528804
3QDLA,clean,v_only,0.5,"[114, 113, 115]",0.7165398001670837,0.99650839816615,0.2155064344406128,0.23101378977298737,0.10283856838941574,6.756981372833252,0.8759095568528804
3QDLA,clean,v_only,1.0,"[114, 113, 115]",0.71503746509552,0.9938695428671338,0.2155064344406128,0.23101378977298737,0.10283856838941574,6.756981372833252,0.8759095568528804
3QDLA,clean,v_only,2.0,"[114, 113, 115]",0.7132852077484131,0.9907916984679878,0.2155064344406128,0.23101378977298737,0.10283856838941574,6.756981372833252,0.8759095568528804
3QDLA,clean,v_only,4.0,"[114, 113, 115]",0.7109601497650146,0.9867077283230156,0.2155064344406128,0.23101378977298737,0.10283856838941574,6.756981372833252,0.8759095568528804
3QDLA,clean,v_only,8.0,"[114, 113, 115]",0.6390218734741211,0.8603479666523234,0.2155064344406128,0.23101378977298737,0.10283856838941574,6.756981372833252,0.8759095568528804
3QDLA,clean,v_only,10.0,"[114, 113, 115]",0.49471914768218994,0.6068798690047312,0.2155064344406128,0.23101378977298737,0.10283856838941574,6.756981372833252,0.8759095568528804
3QDLA,clean,v_only,12.0,"[114, 113, 115]",0.3588944673538208,0.3683034793524361,0.2155064344406128,0.23101378977298737,0.10283856838941574,6.756981372833252,0.8759095568528804
3QDLA,clean,v_only,14.0,"[114, 113, 115]",0.2319122701883316,0.14525893342295285,0.2155064344406128,0.23101378977298737,0.10283856838941574,6.756981372833252,0.8759095568528804
3QDLA,clean,v_only,16.0,"[114, 113, 115]",0.018990350887179375,-0.22873894871376088,0.2155064344406128,0.23101378977298737,0.10283856838941574,6.756981372833252,0.8759095568528804
3QDLA,clean,v_only,32.0,"[114, 113, 115]",0.010603119619190693,-0.2434711413481038,0.2155064344406128,0.23101378977298737,0.10283856838941574,6.756981372833252,0.8759095568528804
3T4LA,clean,clean_baseline,nan,"[201, 30, 88]",1.0757637023925781,1.0,0.17902417480945587,0.19646568596363068,0.11578749120235443,6.976871490478516,0.8638146317251628
3T4LA,corrupt,corrupt_baseline,nan,"[201, 30, 88]",0.4086620509624481,0.0,0.222971111536026,0.23981423676013947,0.1513882875442505,6.7481689453125,0.8354987017131512
3T4LA,clean,corrupt_head_patch,nan,"[201, 30, 88]",1.0768693685531616,1.0016574178136317,0.222971111536026,0.23981423676013947,0.1513882875442505,6.7481689453125,0.8354987017131512
3T4LA,clean,ln_all,0.0,"[201, 30, 88]",1.0757637023925781,1.0,0.17902417480945587,0.19646568596363068,0.11578749120235443,6.976871490478516,0.8638146317251628
3T4LA,clean,ln_all,0.5,"[201, 30, 88]",1.08292555809021,1.0107357786962126,0.08136875182390213,0.044014181941747665,0.027358030900359154,7.472795009613037,0.9252155035385051
3T4LA,clean,ln_all,1.0,"[201, 30, 88]",1.0849801301956177,1.0138156273234842,0.08002416789531708,0.00888913031667471,0.028424710035324097,7.501559734344482,0.9287768978016041
3T4LA,clean,ln_all,2.0,"[201, 30, 88]",1.0842925310134888,1.0127849010756105,0.08075390756130219,0.00040663371328264475,0.02869570255279541,7.483697891235352,0.9265654020834584
3T4LA,clean,ln_all,4.0,"[201, 30, 88]",1.0833491086959839,1.011370690339537,0.08078567683696747,1.3485365570886643e-06,0.0287419892847538,7.4793267250061035,0.9260242028723678
3T4LA,clean,ln_all,8.0,"[201, 30, 88]",0.00895076896995306,-0.5991759743595231,0.08078579604625702,3.1749873563580167e-11,0.028744250535964966,7.476174831390381,0.9256339632317756
3T4LA,clean,ln_all,10.0,"[201, 30, 88]",0.006624248344451189,-0.6026634797801951,0.08078579604625702,1.8278041298384895e-13,0.028706258162856102,7.474827766418457,0.9254671815396919
3T4LA,clean,ln_all,12.0,"[201, 30, 88]",0.00616772985085845,-0.6033478110100969,0.08078579604625702,1.128674472710789e-15,0.02865046262741089,7.47379207611084,0.9253389515095306
3T4LA,clean,ln_all,14.0,"[201, 30, 88]",0.005868921056389809,-0.603795731943628,0.08078579604625702,7.36616908623782e-18,0.028589002788066864,7.4730682373046875,0.9252493321790587
3T4LA,clean,ln_all,16.0,"[201, 30, 88]",0.0059528653509914875,-0.603669897605755,0.08078579604625702,5.030815550319481e-20,0.028531786054372787,7.47258186340332,0.9251891136566073
3T4LA,clean,ln_all,32.0,"[201, 30, 88]",0.006007142830640078,-0.6035885344738661,0.08078579604625702,6.377768937038541e-37,0.028364842757582664,7.471068382263184,0.9250017277838025
3T4LA,clean,k_only,0.0,"[201, 30, 88]",1.0757637023925781,1.0,0.17902417480945587,0.19646568596363068,0.11578749120235443,6.976871490478516,0.8638146317251628
3T4LA,clean,k_only,0.5,"[201, 30, 88]",1.0736336708068848,0.9968070359575231,0.14117088913917542,0.15503135323524475,0.09096424281597137,7.143031120300293,0.8843870501275898
3T4LA,clean,k_only,1.0,"[201, 30, 88]",1.0717251300811768,0.9939460915697877,0.11707625538110733,0.12083979696035385,0.07048412412405014,7.266050338745117,0.8996182036641077
3T4LA,clean,k_only,2.0,"[201, 30, 88]",1.068729043006897,0.989454891363857,0.08862611651420593,0.07151233404874802,0.04107576608657837,7.413496017456055,0.9178736258585647
3T4LA,clean,k_only,4.0,"[201, 30, 88]",1.0655267238616943,0.9846545447624994,0.07897760719060898,0.023869089782238007,0.0279519222676754,7.499956130981445,0.9285783537908157
3T4LA,clean,k_only,8.0,"[201, 30, 88]",1.0639891624450684,0.9823497064918554,0.08047685027122498,0.0026823971420526505,0.02858022227883339,7.493442535400391,0.9277718978921031
3T4LA,clean,k_only,10.0,"[201, 30, 88]",1.0638693571090698,0.9821701156667665,0.08058242499828339,0.0009297318756580353,0.028630636632442474,7.487844467163086,0.9270787945062404
3T4LA,clean,k_only,12.0,"[201, 30, 88]",1.0638312101364136,0.9821129325184794,0.08061543107032776,0.00032952320179902017,0.028647633269429207,7.484977722167969,0.9267238594503796
3T4LA,clean,k_only,14.0,"[201, 30, 88]",1.0638198852539062,0.9820959562713317,0.08063067495822906,0.00011910737521247938,0.028653496876358986,7.483647346496582,0.9265591440801447
3T4LA,clean,k_only,16.0,"[201, 30, 88]",1.0638153553009033,0.9820891657724726,0.0806363970041275,4.3784326408058405e-05,0.02865557186305523,7.483057975769043,0.9264861733999977
3T4LA,clean,k_only,32.0,"[201, 30, 88]",1.0638148784637451,0.982088450983119,0.08064000308513641,2.136955146170294e-08,0.028656765818595886,7.482611656188965,0.9264309140499835
3T4LA,clean,v_only,0.0,"[201, 30, 88]",1.0757637023925781,1.0,0.17902417480945587,0.19646568596363068,0.11578749120235443,6.976871490478516,0.8638146317251628
3T4LA,clean,v_only,0.5,"[201, 30, 88]",1.0777183771133423,1.002930100257695,0.17902417480945587,0.19646568596363068,0.11578749120235443,6.976871490478516,0.8638146317251628
3T4LA,clean,v_only,1.0,"[201, 30, 88]",1.0791184902191162,1.0050289004971673,0.17902417480945587,0.19646568596363068,0.11578749120235443,6.976871490478516,0.8638146317251628
3T4LA,clean,v_only,2.0,"[201, 30, 88]",1.080261468887329,1.0067422505777173,0.17902417480945587,0.19646568596363068,0.11578749120235443,6.976871490478516,0.8638146317251628
3T4LA,clean,v_only,4.0,"[201, 30, 88]",1.0756646394729614,0.9998515025117921,0.17902417480945587,0.19646568596363068,0.11578749120235443,6.976871490478516,0.8638146317251628
3T4LA,clean,v_only,8.0,"[201, 30, 88]",1.050864338874817,0.9626753082316885,0.17902417480945587,0.19646568596363068,0.11578749120235443,6.976871490478516,0.8638146317251628
3T4LA,clean,v_only,10.0,"[201, 30, 88]",0.8216478228569031,0.6190747257319744,0.17902417480945587,0.19646568596363068,0.11578749120235443,6.976871490478516,0.8638146317251628
3T4LA,clean,v_only,12.0,"[201, 30, 88]",0.17704252898693085,-0.3472027411099526,0.17902417480945587,0.19646568596363068,0.11578749120235443,6.976871490478516,0.8638146317251628
3T4LA,clean,v_only,14.0,"[201, 30, 88]",0.0068940711207687855,-0.6022590095233172,0.17902417480945587,0.19646568596363068,0.11578749120235443,6.976871490478516,0.8638146317251628
3T4LA,clean,v_only,16.0,"[201, 30, 88]",0.00672928337007761,-0.6025060299741555,0.17902417480945587,0.19646568596363068,0.11578749120235443,6.976871490478516,0.8638146317251628
3T4LA,clean,v_only,32.0,"[201, 30, 88]",0.006597015541046858,-0.6027043023495081,0.17902417480945587,0.19646568596363068,0.11578749120235443,6.976871490478516,0.8638146317251628
3WJPA,clean,clean_baseline,nan,"[276, 94, 93]",1.111226201057434,1.0,0.6620628833770752,0.6586948037147522,0.37328603863716125,4.356891632080078,0.5186232780895882
3WJPA,corrupt,corrupt_baseline,nan,"[276, 129, 125]",0.03637147694826126,0.0,0.49411821365356445,0.5267379283905029,0.5057148933410645,4.9464335441589355,0.5887994919669962
3WJPA,clean,corrupt_head_patch,nan,"[276, 94, 93]",0.9690521359443665,0.8677271803118325,0.49411821365356445,0.5122600793838501,0.5057148933410645,4.9464335441589355,0.5887994919669962
3WJPA,clean,ln_all,0.0,"[276, 94, 93]",1.111226201057434,1.0,0.6620628833770752,0.6586948037147522,0.37328603863716125,4.356891632080078,0.5186232780895882
3WJPA,clean,ln_all,0.5,"[276, 94, 93]",1.0253713130950928,0.9201241934964776,0.28119567036628723,0.3253667950630188,0.18481659889221191,6.678873538970947,0.7950207581989402
3WJPA,clean,ln_all,1.0,"[276, 94, 93]",0.738383412361145,0.6531226217521657,0.09288839250802994,0.09178177267313004,0.052102282643318176,7.866429328918457,0.9363816477289849
3WJPA,clean,ln_all,2.0,"[276, 94, 93]",0.5202183723449707,0.45015096881833605,0.0600164569914341,0.004000224173069,0.02463579550385475,8.081855773925781,0.9620249683647899
3WJPA,clean,ln_all,4.0,"[276, 94, 93]",0.5316365957260132,0.46077400756481013,0.06013553589582443,1.6306154066114686e-05,0.024740494787693024,8.071590423583984,0.960803030778415
3WJPA,clean,ln_all,8.0,"[276, 94, 93]",0.02214774861931801,-0.013233163524244371,0.060224324464797974,2.1270820660390655e-09,0.02471059374511242,8.069364547729492,0.9605380732973114
3WJPA,clean,ln_all,10.0,"[276, 94, 93]",0.013108707964420319,-0.021642709904932368,0.060224324464797974,2.942672494565812e-11,0.024677222594618797,8.068195343017578,0.9603988968312305
3WJPA,clean,ln_all,12.0,"[276, 94, 93]",0.010324587114155293,-0.02423293981025513,0.060224324464797974,4.1982655416342163e-13,0.024643223732709885,8.067069053649902,0.9602648287998751
3WJPA,clean,ln_all,14.0,"[276, 94, 93]",0.009654363617300987,-0.02485648779476046,0.060224324464797974,6.118839803055925e-15,0.024616384878754616,8.0661039352417,0.9601499457789339
3WJPA,clean,ln_all,16.0,"[276, 94, 93]",0.009390968829393387,-0.02510153931846837,0.060224324464797974,9.078612286979388e-17,0.024598827585577965,8.065347671508789,0.9600599238069908
3WJPA,clean,ln_all,32.0,"[276, 94, 93]",0.008596967905759811,-0.025840244657733297,0.060135841369628906,3.4779598211592693e-31,0.024578571319580078,8.06248664855957,0.9597193614919477
3WJPA,clean,k_only,0.0,"[276, 94, 93]",1.111226201057434,1.0,0.6620628833770752,0.6586948037147522,0.37328603863716125,4.356891632080078,0.5186232780895882
3WJPA,clean,k_only,0.5,"[276, 94, 93]",1.1028984785079956,0.9922522343134879,0.595393180847168,0.6050853729248047,0.3439178168773651,4.771608352661133,0.5679891479043546
3WJPA,clean,k_only,1.0,"[276, 94, 93]",1.0892386436462402,0.9795436937494815,0.5248501300811768,0.5481812357902527,0.31208816170692444,5.19436502456665,0.6183120545847782
3WJPA,clean,k_only,2.0,"[276, 94, 93]",1.0348408222198486,0.9289342297854319,0.38899630308151245,0.4290342330932617,0.24420064687728882,6.022893905639648,0.7169361197623716
3WJPA,clean,k_only,4.0,"[276, 94, 93]",0.8626376986503601,0.7687236267086222,0.18152785301208496,0.21210473775863647,0.1199447438120842,7.316654205322266,0.8709390797495193
3WJPA,clean,k_only,8.0,"[276, 94, 93]",0.47098782658576965,0.40434892259297034,0.06198570132255554,0.027946943417191505,0.024009451270103455,8.060230255126953,0.9594507713461503
3WJPA,clean,k_only,10.0,"[276, 94, 93]",0.3862152397632599,0.32548004392402435,0.05928054824471474,0.009420632384717464,0.02448372356593609,8.083780288696289,0.9622540532820423
3WJPA,clean,k_only,12.0,"[276, 94, 93]",0.3336433172225952,0.27656932011971147,0.05971768498420715,0.003282157937064767,0.024637842550873756,8.081816673278809,0.9620203140131509
3WJPA,clean,k_only,14.0,"[276, 94, 93]",0.30686837434768677,0.2516590301294998,0.05965368077158928,0.001196797238662839,0.024688705801963806,8.077993392944336,0.9615652092394816
3WJPA,clean,k_only,16.0,"[276, 94, 93]",0.293981671333313,0.2396697791867232,0.05968668311834335,0.00045704757212661207,0.02470613457262516,8.075581550598145,0.9612781152079002
3WJPA,clean,k_only,32.0,"[276, 94, 93]",0.28227561712265015,0.22877895464262987,0.05970194190740585,6.220572004167479e-07,0.024716224521398544,8.073099136352539,0.9609826206392145
3WJPA,clean,v_only,0.0,"[276, 94, 93]",1.111226201057434,1.0,0.6620628833770752,0.6586948037147522,0.37328603863716125,4.356891632080078,0.5186232780895882
3WJPA,clean,v_only,0.5,"[276, 94, 93]",1.1081286668777466,0.9971181834063625,0.6620628833770752,0.6586948037147522,0.37328603863716125,4.356891632080078,0.5186232780895882
3WJPA,clean,v_only,1.0,"[276, 94, 93]",1.1040072441101074,0.9932837835798604,0.6620628833770752,0.6586948037147522,0.37328603863716125,4.356891632080078,0.5186232780895882
3WJPA,clean,v_only,2.0,"[276, 94, 93]",1.0919216871261597,0.9820398854856652,0.6620628833770752,0.6586948037147522,0.37328603863716125,4.356891632080078,0.5186232780895882
3WJPA,clean,v_only,4.0,"[276, 94, 93]",1.0056660175323486,0.9017912084699888,0.6620628833770752,0.6586948037147522,0.37328603863716125,4.356891632080078,0.5186232780895882
3WJPA,clean,v_only,8.0,"[276, 94, 93]",0.1708824783563614,0.12514342486570107,0.6620628833770752,0.6586948037147522,0.37328603863716125,4.356891632080078,0.5186232780895882
3WJPA,clean,v_only,10.0,"[276, 94, 93]",0.20340920984745026,0.15540493906060462,0.6620628833770752,0.6586948037147522,0.37328603863716125,4.356891632080078,0.5186232780895882
3WJPA,clean,v_only,12.0,"[276, 94, 93]",0.08570531755685806,0.04589814744451546,0.6620628833770752,0.6586948037147522,0.37328603863716125,4.356891632080078,0.5186232780895882
