protein,context,alpha,layer,head,label,context_metric,delta_metric_from_context_baseline,clean_top3_mass,ablated_top3_mass,delta_top3_mass,clean_entropy_norm,ablated_entropy_norm,clean_cos_to_clean_l10h9,ablated_cos_to_clean_l10h9,delta_cos_to_clean_l10h9,clean_anchor_mass_to_clean_l10h9_top3,ablated_anchor_mass_to_clean_l10h9_top3,delta_anchor_mass_to_clean_l10h9_top3,keydist_jsd,is_known_anchor_head
2B61A,full,2.0,25,1,L25H1,1.0032891035079956,0.0032891035079956055,0.05767165869474411,0.05785699933767319,0.00018534064292907715,0.9489810928833851,0.9489191371864537,0.13208407163619995,0.1311061978340149,-0.0009778738021850586,0.012564082629978657,0.012505751103162766,-5.8331526815891266e-05,1.3861017466049638e-05,False
2B61A,full,2.0,25,2,L25H2,1.0032891035079956,0.0032891035079956055,0.06646845489740372,0.06674058735370636,0.0002721324563026428,0.9293506086004765,0.9290143095117378,0.03298012167215347,0.033181801438331604,0.0002016797661781311,0.005231371149420738,0.005314924754202366,8.355360478162766e-05,1.250685358846699e-05,False
2B61A,full,2.0,25,3,L25H3,1.0032891035079956,0.0032891035079956055,0.06678788363933563,0.06704046577215195,0.0002525821328163147,0.9329234242672182,0.9325999397560822,0.06119156628847122,0.06060054898262024,-0.0005910173058509827,0.007660048082470894,0.007591385394334793,-6.866268813610077e-05,7.933004007811234e-06,False
2B61A,full,2.0,25,4,L25H4,1.0032891035079956,0.0032891035079956055,0.0783408135175705,0.0782122015953064,-0.00012861192226409912,0.9360253320648383,0.9360692359220162,0.13493618369102478,0.13337309658527374,-0.0015630871057510376,0.02002939023077488,0.019969593733549118,-5.9796497225761414e-05,8.3119750669194e-06,False
2B61A,full,2.0,25,5,L25H5,1.0032891035079956,0.0032891035079956055,0.07134252041578293,0.07070183753967285,-0.0006406828761100769,0.9267577738270123,0.9268420714614162,0.35014888644218445,0.3516261577606201,0.001477271318435669,0.04138229042291641,0.04153112322092056,0.0001488327980041504,1.7541062685255384e-05,False
2B61A,full,2.0,25,6,L25H6,1.0032891035079956,0.0032891035079956055,0.09879875928163528,0.09866568446159363,-0.0001330748200416565,0.9333181132573813,0.9332839039067375,0.03227682411670685,0.03227023780345917,-6.586313247680664e-06,0.0041839368641376495,0.004177645780146122,-6.291083991527557e-06,1.1318627763661206e-05,False
2B61A,full,2.0,25,7,L25H7,1.0032891035079956,0.0032891035079956055,0.06213556230068207,0.06209918484091759,-3.637745976448059e-05,0.9410227944676712,0.9411776837099995,0.02134648896753788,0.021466851234436035,0.00012036226689815521,0.003582935081794858,0.003576218383386731,-6.716698408126831e-06,9.895462857300962e-06,False
2B61A,full,2.0,25,8,L25H8,1.0032891035079956,0.0032891035079956055,0.04861203581094742,0.0485859252512455,-2.6110559701919556e-05,0.9615871828800425,0.9615807198756864,0.020631728693842888,0.0207815058529377,0.00014977715909481049,0.0023490809835493565,0.0023578943219035864,8.813338354229927e-06,1.0140376490540215e-05,False
2B61A,full,2.0,25,9,L25H9,1.0032891035079956,0.0032891035079956055,0.07859256118535995,0.08016561716794968,0.0015730559825897217,0.9086980224648658,0.9077479051089579,0.10353072732686996,0.10205312818288803,-0.0014775991439819336,0.02710682898759842,0.02755182608962059,0.000444997102022171,3.313677698882643e-05,False
2B61A,full,2.0,25,10,L25H10,1.0032891035079956,0.0032891035079956055,0.0640101432800293,0.06428422033786774,0.00027407705783843994,0.9293622531514285,0.9294383048837227,0.07774057239294052,0.07780589908361435,6.532669067382812e-05,0.011418908834457397,0.011415394023060799,-3.514811396598816e-06,1.096570063361796e-05,False
2B61A,full,2.0,25,11,L25H11,1.0032891035079956,0.0032891035079956055,0.03585873916745186,0.035759102553129196,-9.963661432266235e-05,0.9767963035966916,0.9768833312932803,0.049158647656440735,0.04924389347434044,8.524581789970398e-05,0.004263742361217737,0.004289348144084215,2.5605782866477966e-05,6.780784152902387e-06,False
