feature,coefficient,abs_coefficient
aa_26_C,0.001435,0.001435
hydro_-3,-0.001396,0.001396
aa_-18_H,-0.001366,0.001366
volume_-24,0.001341,0.001341
c8a_21,0.001228,0.001228
volume_-1,0.001226,0.001226
aa_24_H,-0.001194,0.001194
hydro_15,0.001162,0.001162
aa_-27_R,-0.001118,0.001118
volume_19,-0.001104,0.001104
aa_0_V,0.001102,0.001102
aa_-21_V,-0.001037,0.001037
aa_-28_G,0.001005,0.001005
volume_27,-0.000988,0.000988
n_sse_transitions,0.000910,0.000910
c8a_1,0.000784,0.000784
hydro_-17,-0.000764,0.000764
volume_16,0.000761,0.000761
sse_-2_C,0.000713,0.000713
aa_-21_M,0.000702,0.000702
aa_-5_H,-0.000667,0.000667
volume_17,-0.000665,0.000665
volume_-4,-0.000647,0.000647
hydro_-22,0.000585,0.000585
volume_20,-0.000571,0.000571
aa_12_R,-0.000565,0.000565
volume_-20,0.000563,0.000563
volume_3,-0.000490,0.000490
volume_30,0.000476,0.000476
sse_trans_26,0.000464,0.000464
hydro_10,0.000426,0.000426
volume_-16,-0.000426,0.000426
volume_4,-0.000323,0.000323
aa_28_R,0.000313,0.000313
volume_-13,-0.000307,0.000307
volume_-19,-0.000291,0.000291
sse_-7_E,0.000272,0.000272
volume_18,0.000259,0.000259
volume_1,0.000253,0.000253
volume_-21,-0.000250,0.000250
volume_-10,-0.000220,0.000220
aa_16_A,-0.000212,0.000212
aa_11_E,0.000180,0.000180
volume_-8,0.000161,0.000161
volume_5,-0.000161,0.000161
charge_-3,0.000119,0.000119
volume_28,-0.000117,0.000117
volume_-11,0.000111,0.000111
volume_15,-0.000072,0.000072
volume_14,-0.000055,0.000055
volume_-22,0.000053,0.000053
volume_11,0.000029,0.000029
volume_-27,0.000029,0.000029
volume_-5,-0.000010,0.000010
sse_seg_len,-0.000005,0.000005
volume_22,0.000001,0.000001
aa_-11_E,0.000000,0.000000
aa_-11_G,0.000000,0.000000
aa_-11_S,0.000000,0.000000
aa_-11_W,0.000000,0.000000
aa_-12_D,0.000000,0.000000
aa_-12_E,0.000000,0.000000
aa_-12_M,0.000000,0.000000
aa_-13_S,0.000000,0.000000
aa_-14_E,0.000000,0.000000
aa_-15_D,0.000000,0.000000
aa_-15_F,0.000000,0.000000
aa_-15_W,0.000000,0.000000
aa_-17_E,0.000000,0.000000
aa_-17_V,0.000000,0.000000
aa_-18_A,0.000000,0.000000
aa_-18_D,0.000000,0.000000
aa_-1_N,0.000000,0.000000
aa_-1_P,0.000000,0.000000
aa_-20_Y,0.000000,0.000000
aa_-21_D,0.000000,0.000000
aa_-22_D,0.000000,0.000000
aa_-22_W,0.000000,0.000000
aa_-23_H,0.000000,0.000000
aa_-23_R,0.000000,0.000000
aa_-24_F,0.000000,0.000000
aa_-26_A,0.000000,0.000000
aa_-26_E,0.000000,0.000000
aa_-26_F,0.000000,0.000000
aa_-26_K,0.000000,0.000000
aa_-27_H,0.000000,0.000000
aa_-27_N,0.000000,0.000000
aa_-28_C,0.000000,0.000000
aa_-28_L,0.000000,0.000000
aa_-29_K,0.000000,0.000000
aa_-29_W,0.000000,0.000000
aa_-2_S,0.000000,0.000000
aa_-2_T,0.000000,0.000000
aa_-2_W,0.000000,0.000000
aa_-30_K,0.000000,0.000000
aa_-30_N,0.000000,0.000000
aa_-3_T,0.000000,0.000000
aa_-4_R,0.000000,0.000000
aa_-5_K,0.000000,0.000000
aa_-5_R,0.000000,0.000000
aa_-5_W,0.000000,0.000000
aa_-6_T,0.000000,0.000000
aa_-7_L,0.000000,0.000000
aa_-7_W,0.000000,0.000000
aa_-8_L,0.000000,0.000000
aa_-8_R,0.000000,0.000000
aa_-9_C,0.000000,0.000000
aa_0_K,0.000000,0.000000
aa_0_R,0.000000,0.000000
aa_10_T,0.000000,0.000000
aa_13_H,0.000000,0.000000
aa_13_P,0.000000,0.000000
aa_14_I,0.000000,0.000000
aa_15_A,0.000000,0.000000
aa_15_H,0.000000,0.000000
aa_15_L,0.000000,0.000000
aa_15_Q,0.000000,0.000000
aa_15_V,0.000000,0.000000
aa_16_M,0.000000,0.000000
aa_17_M,0.000000,0.000000
aa_17_P,0.000000,0.000000
aa_17_R,0.000000,0.000000
aa_17_W,0.000000,0.000000
aa_18_S,0.000000,0.000000
aa_18_W,0.000000,0.000000
aa_19_S,0.000000,0.000000
aa_1_D,0.000000,0.000000
aa_1_I,0.000000,0.000000
aa_1_K,0.000000,0.000000
aa_1_S,0.000000,0.000000
aa_20_P,0.000000,0.000000
aa_21_E,0.000000,0.000000
aa_22_G,0.000000,0.000000
aa_22_K,0.000000,0.000000
aa_22_T,0.000000,0.000000
aa_23_Q,0.000000,0.000000
aa_23_R,0.000000,0.000000
aa_24_D,0.000000,0.000000
aa_24_G,0.000000,0.000000
aa_24_R,0.000000,0.000000
aa_24_Y,0.000000,0.000000
aa_25_D,0.000000,0.000000
aa_26_H,0.000000,0.000000
aa_26_Q,0.000000,0.000000
aa_27_K,0.000000,0.000000
aa_28_E,0.000000,0.000000
aa_28_K,0.000000,0.000000
aa_28_Y,0.000000,0.000000
aa_29_G,0.000000,0.000000
aa_2_K,0.000000,0.000000
aa_2_R,0.000000,0.000000
aa_2_Y,0.000000,0.000000
aa_30_Y,0.000000,0.000000
aa_3_R,0.000000,0.000000
aa_4_F,0.000000,0.000000
aa_4_S,0.000000,0.000000
aa_5_D,0.000000,0.000000
aa_5_G,0.000000,0.000000
aa_5_V,0.000000,0.000000
aa_8_M,0.000000,0.000000
aa_8_N,0.000000,0.000000
aa_9_K,0.000000,0.000000
aa_9_L,0.000000,0.000000
c8a_-14,0.000000,0.000000
c8a_-19,0.000000,0.000000
c8a_-2,0.000000,0.000000
c8a_-20,0.000000,0.000000
c8a_-24,0.000000,0.000000
c8a_-26,0.000000,0.000000
c8a_-30,0.000000,0.000000
c8a_-5,0.000000,0.000000
c8a_-7,0.000000,0.000000
c8a_-8,0.000000,0.000000
c8a_16,0.000000,0.000000
c8a_17,0.000000,0.000000
c8a_18,0.000000,0.000000
c8a_24,0.000000,0.000000
c8a_27,0.000000,0.000000
c8a_29,0.000000,0.000000
c8a_30,0.000000,0.000000
c8a_8,0.000000,0.000000
c8a_9,0.000000,0.000000
charge_-13,0.000000,0.000000
charge_-14,0.000000,0.000000
charge_-16,0.000000,0.000000
charge_-2,0.000000,0.000000
charge_-22,0.000000,0.000000
charge_-24,0.000000,0.000000
charge_-27,0.000000,0.000000
charge_-29,0.000000,0.000000
charge_-4,0.000000,0.000000
charge_-8,0.000000,0.000000
charge_0,0.000000,0.000000
charge_10,0.000000,0.000000
charge_14,0.000000,0.000000
charge_15,0.000000,0.000000
charge_16,0.000000,0.000000
charge_18,0.000000,0.000000
charge_20,0.000000,0.000000
charge_21,0.000000,0.000000
charge_22,0.000000,0.000000
charge_26,0.000000,0.000000
charge_29,0.000000,0.000000
charge_7,0.000000,0.000000
charge_8,0.000000,0.000000
cnt_center_-24,0.000000,0.000000
cnt_center_1,0.000000,0.000000
cnt_center_24,0.000000,0.000000
cnt_center_4,0.000000,0.000000
cnt_center_5,0.000000,0.000000
dist_nterm,0.000000,0.000000
flex_-1,0.000000,0.000000
flex_-10,0.000000,0.000000
flex_-11,0.000000,0.000000
flex_-13,0.000000,0.000000
flex_-14,0.000000,0.000000
flex_-15,0.000000,0.000000
flex_-2,0.000000,0.000000
flex_-23,0.000000,0.000000
flex_-24,0.000000,0.000000
flex_-25,0.000000,0.000000
flex_-26,0.000000,0.000000
flex_-7,0.000000,0.000000
flex_-8,0.000000,0.000000
flex_0,0.000000,0.000000
flex_10,0.000000,0.000000
flex_11,0.000000,0.000000
flex_12,0.000000,0.000000
flex_15,0.000000,0.000000
flex_18,0.000000,0.000000
flex_19,0.000000,0.000000
flex_20,0.000000,0.000000
flex_21,0.000000,0.000000
flex_27,0.000000,0.000000
flex_3,0.000000,0.000000
flex_30,0.000000,0.000000
flex_6,0.000000,0.000000
hydro_-12,0.000000,0.000000
hydro_-14,0.000000,0.000000
hydro_-15,0.000000,0.000000
hydro_-16,0.000000,0.000000
hydro_-19,0.000000,0.000000
hydro_-21,0.000000,0.000000
hydro_-24,0.000000,0.000000
hydro_-27,0.000000,0.000000
hydro_-28,0.000000,0.000000
hydro_-30,0.000000,0.000000
hydro_-4,0.000000,0.000000
hydro_-7,0.000000,0.000000
hydro_-9,0.000000,0.000000
hydro_1,0.000000,0.000000
hydro_14,0.000000,0.000000
hydro_16,0.000000,0.000000
hydro_17,0.000000,0.000000
hydro_19,0.000000,0.000000
hydro_23,0.000000,0.000000
hydro_24,0.000000,0.000000
hydro_27,0.000000,0.000000
hydro_28,0.000000,0.000000
hydro_3,0.000000,0.000000
hydro_30,0.000000,0.000000
hydro_7,0.000000,0.000000
hydro_9,0.000000,0.000000
lrf_-11,0.000000,0.000000
lrf_-12,0.000000,0.000000
lrf_-16,0.000000,0.000000
lrf_-18,0.000000,0.000000
lrf_-2,0.000000,0.000000
lrf_-20,0.000000,0.000000
lrf_-22,0.000000,0.000000
lrf_-25,0.000000,0.000000
lrf_-5,0.000000,0.000000
lrf_-7,0.000000,0.000000
lrf_-9,0.000000,0.000000
lrf_0,0.000000,0.000000
lrf_10,0.000000,0.000000
lrf_18,0.000000,0.000000
lrf_19,0.000000,0.000000
lrf_2,0.000000,0.000000
lrf_22,0.000000,0.000000
lrf_26,0.000000,0.000000
lrf_28,0.000000,0.000000
lrf_4,0.000000,0.000000
lrf_9,0.000000,0.000000
rsa_-12,0.000000,0.000000
rsa_-17,0.000000,0.000000
rsa_-21,0.000000,0.000000
rsa_-28,0.000000,0.000000
rsa_-6,0.000000,0.000000
rsa_10,0.000000,0.000000
rsa_13,0.000000,0.000000
rsa_2,0.000000,0.000000
rsa_21,0.000000,0.000000
rsa_26,0.000000,0.000000
rsa_8,0.000000,0.000000
sse_-10_C,0.000000,0.000000
sse_-10_H,0.000000,0.000000
sse_-12_E,0.000000,0.000000
sse_-12_H,0.000000,0.000000
sse_-13_H,0.000000,0.000000
sse_-14_E,0.000000,0.000000
sse_-14_H,0.000000,0.000000
sse_-15_H,0.000000,0.000000
sse_-16_C,0.000000,0.000000
sse_-17_C,0.000000,0.000000
sse_-18_H,0.000000,0.000000
sse_-19_E,0.000000,0.000000
sse_-1_H,0.000000,0.000000
sse_-20_H,0.000000,0.000000
sse_-21_E,0.000000,0.000000
sse_-22_E,0.000000,0.000000
sse_-23_E,0.000000,0.000000
sse_-23_H,0.000000,0.000000
sse_-24_C,0.000000,0.000000
sse_-25_C,0.000000,0.000000
sse_-26_H,0.000000,0.000000
sse_-27_H,0.000000,0.000000
sse_-28_H,0.000000,0.000000
sse_-29_E,0.000000,0.000000
sse_-29_H,0.000000,0.000000
sse_-2_E,0.000000,0.000000
sse_-30_H,0.000000,0.000000
sse_-4_E,0.000000,0.000000
sse_-5_C,0.000000,0.000000
sse_-5_H,0.000000,0.000000
sse_-6_H,0.000000,0.000000
sse_-7_H,0.000000,0.000000
sse_-8_C,0.000000,0.000000
sse_-8_H,0.000000,0.000000
sse_-9_E,0.000000,0.000000
sse_0_H,0.000000,0.000000
sse_10_C,0.000000,0.000000
sse_11_C,0.000000,0.000000
sse_12_C,0.000000,0.000000
sse_12_E,0.000000,0.000000
sse_12_H,0.000000,0.000000
sse_13_E,0.000000,0.000000
sse_14_H,0.000000,0.000000
sse_15_H,0.000000,0.000000
sse_16_E,0.000000,0.000000
sse_17_C,0.000000,0.000000
sse_18_E,0.000000,0.000000
sse_18_H,0.000000,0.000000
sse_19_C,0.000000,0.000000
sse_1_E,0.000000,0.000000
sse_20_E,0.000000,0.000000
sse_20_H,0.000000,0.000000
sse_21_H,0.000000,0.000000
sse_22_E,0.000000,0.000000
sse_23_E,0.000000,0.000000
sse_23_H,0.000000,0.000000
sse_24_C,0.000000,0.000000
sse_24_E,0.000000,0.000000
sse_25_E,0.000000,0.000000
sse_26_E,0.000000,0.000000
sse_26_H,0.000000,0.000000
sse_27_C,0.000000,0.000000
sse_28_C,0.000000,0.000000
sse_28_E,0.000000,0.000000
sse_28_H,0.000000,0.000000
sse_29_E,0.000000,0.000000
sse_29_H,0.000000,0.000000
sse_2_E,0.000000,0.000000
sse_2_H,0.000000,0.000000
sse_30_E,0.000000,0.000000
sse_30_H,0.000000,0.000000
sse_3_E,0.000000,0.000000
sse_4_C,0.000000,0.000000
sse_4_H,0.000000,0.000000
sse_5_C,0.000000,0.000000
sse_6_E,0.000000,0.000000
sse_7_H,0.000000,0.000000
sse_8_E,0.000000,0.000000
sse_trans_-4,0.000000,0.000000
sse_trans_-5,0.000000,0.000000
sse_trans_-6,0.000000,0.000000
sse_trans_12,0.000000,0.000000
sse_trans_18,0.000000,0.000000
volume_-12,0.000000,0.000000
volume_-14,0.000000,0.000000
volume_-15,0.000000,0.000000
volume_-17,0.000000,0.000000
volume_-18,0.000000,0.000000
volume_-2,0.000000,0.000000
volume_-23,0.000000,0.000000
volume_-25,0.000000,0.000000
volume_-26,0.000000,0.000000
volume_-28,0.000000,0.000000
volume_-29,0.000000,0.000000
volume_-3,0.000000,0.000000
volume_-30,0.000000,0.000000
volume_-9,0.000000,0.000000
volume_0,0.000000,0.000000
volume_10,0.000000,0.000000
volume_12,0.000000,0.000000
volume_13,0.000000,0.000000
volume_2,0.000000,0.000000
volume_21,0.000000,0.000000
volume_23,0.000000,0.000000
volume_24,0.000000,0.000000
volume_25,0.000000,0.000000
volume_26,0.000000,0.000000
volume_7,0.000000,0.000000
volume_8,0.000000,0.000000
