protein,target_layer,target_head,source_layer,source_head,source_group,upstream_mode,alpha_star,indirect_metric,indirect_drop,indirect_fraction_of_total_drop,pass_c_attn_diff_l1,pass_c_q_norm,pass_c_k_norm,pass_c_ctx_norm,target_total_attn_diff_l1
2B61A,14,9,13,18,,free,0.25,0.5598840117454529,0.013910472393035889,0.057404853163546606,35.900474548339844,175.71701049804688,174.35545349121094,65.19056701660156,48.90373992919922
2B61A,14,13,10,9,,free,0.25,0.5694522261619568,0.004342257976531982,0.017919354174186768,10.969442367553711,178.0613250732422,177.55410766601562,53.63886260986328,41.50669860839844
2B61A,14,13,11,1,,free,0.25,0.5721688270568848,0.001625657081604004,0.006708658299086765,12.39061164855957,178.23477172851562,177.54702758789062,53.67498779296875,41.50669860839844
2B61A,14,13,11,6,,free,0.25,0.5736784934997559,0.00011599063873291016,0.00047866279423710656,12.778074264526367,178.0060272216797,177.65811157226562,53.90892791748047,41.50669860839844
2B61A,14,13,11,16,,free,0.25,0.5714695453643799,0.0023249387741088867,0.009594409533408314,18.0466365814209,178.158203125,177.67422485351562,54.00127410888672,41.50669860839844
2B61A,14,13,12,3,,free,0.25,0.5671352744102478,0.006659209728240967,0.027480803371301262,30.299036026000977,178.51803588867188,177.43882751464844,53.22587966918945,41.50669860839844
2B61A,14,13,13,8,,free,0.25,0.567349910736084,0.006444573402404785,0.026595055826569597,39.32257080078125,179.02496337890625,177.72857666015625,53.28524398803711,41.50669860839844
2B61A,14,13,13,18,,free,0.25,0.569970965385437,0.003823518753051758,0.01577865412370088,41.09567642211914,178.63671875,177.71763610839844,53.29991912841797,41.50669860839844
2B61A,14,14,10,9,,free,0.25,0.5703392028808594,0.0034552812576293945,0.014259035036960467,10.106047630310059,189.77598571777344,208.41807556152344,60.7920036315918,36.27153015136719
2B61A,14,14,11,1,,free,0.25,0.5733339786529541,0.00046050548553466797,0.0019003847627316985,11.334580421447754,189.8224639892578,208.341064453125,60.828285217285156,36.27153015136719
2B61A,14,14,11,6,,free,0.25,0.5716638565063477,0.0021306276321411133,0.008792538665364651,11.715411186218262,189.92726135253906,208.45480346679688,61.10765075683594,36.27153015136719
2B61A,14,14,11,16,,free,0.25,0.5727402567863464,0.001054227352142334,0.0043505184181252335,11.058478355407715,189.77914428710938,208.16629028320312,61.213584899902344,36.27153015136719
2B61A,14,14,12,3,,free,0.25,0.5792272686958313,-0.005432784557342529,-0.022419669941587644,16.874969482421875,189.64288330078125,208.52684020996094,60.71588897705078,36.27153015136719
2B61A,14,14,13,8,,free,0.25,0.5757437348365784,-0.0019492506980895996,-0.008044043864304263,24.97562026977539,189.71853637695312,207.95913696289062,60.23066711425781,36.27153015136719
2B61A,14,14,13,18,,free,0.25,0.5770697593688965,-0.003275275230407715,-0.013516197607054989,26.00493812561035,189.89390563964844,207.83912658691406,60.44788360595703,36.27153015136719
2B61A,14,19,10,9,,free,0.25,0.5744898319244385,-0.000695347785949707,-0.0028695170388335486,8.856110572814941,197.37957763671875,191.48162841796875,66.12596893310547,32.97380828857422
2B61A,14,19,11,1,,free,0.25,0.5744974613189697,-0.000702977180480957,-0.0029010015391739133,11.052370071411133,197.29612731933594,191.53504943847656,66.00989532470703,32.97380828857422
2B61A,14,19,11,6,,free,0.25,0.5743974447250366,-0.0006029605865478516,-0.002488259417524445,10.690075874328613,197.24681091308594,191.6145477294922,66.29298400878906,32.97380828857422
2B61A,14,19,11,16,,free,0.25,0.5744643807411194,-0.0006698966026306152,-0.0027644867134793633,13.089750289916992,197.12535095214844,191.97434997558594,66.24987030029297,32.97380828857422
2B61A,14,19,12,3,,free,0.25,0.5699743628501892,0.0038201212882995605,0.01576463368214306,17.478878021240234,197.30865478515625,192.0604705810547,65.44708251953125,32.97380828857422
2B61A,14,19,13,8,,free,0.25,0.5683246850967407,0.005469799041748047,0.022572418962770194,23.777311325073242,197.29165649414062,191.50338745117188,65.21829223632812,32.97380828857422
2B61A,14,19,13,18,,free,0.25,0.5679859519004822,0.005808532238006592,0.023970281583350603,24.145404815673828,197.61477661132812,191.6536407470703,65.47769165039062,32.97380828857422
2B61A,15,2,10,9,,free,0.25,0.5689294934272766,0.004864990711212158,0.020076534392819565,11.105842590332031,149.03692626953125,123.15717315673828,63.25878143310547,50.437217712402344
